qa_id,source,path,category,question,A,B,C,D,answer,subject_id
training_2955,HAU,HAU/user6/6-2-3,emotion,What emotion does the person in the video express?,Impatiently,Orderly,Contently,Casually,B,user6
training_2956,HAU,HAU/user6/7-1-1,emotion,What emotion does the person in the video express?,Quickly,Gently,Joyfully,Steadily,B,user6
training_2957,HAU,HAU/user6/7-1-2,emotion,What emotion does the person in the video express?,Quickly,Steadily,Peacefully,Gently,B,user6
training_2958,HAU,HAU/user6/7-1-3,emotion,What emotion does the person in the video express?,Gently,Diligently,Quickly,Steadily,C,user6
training_2959,HAU,HAU/user6/7-2-1,emotion,What emotion does the person in the video express?,Hurriedly,Steadily,Rapidly,Gracefully,D,user6
training_2960,HAU,HAU/user6/7-2-2,emotion,What emotion does the person in the video express?,Hurriedly,Steadily,Gracefully,Anxiously,B,user6
training_2961,HAU,HAU/user6/7-2-3,emotion,What emotion does the person in the video express?,Steadily,Hurriedly,Gracefully,Orderly,B,user6
training_2962,HAU,HAU/user6/7-3-1,emotion,What emotion does the person in the video express?,Orderly,Carefully,Rapidly,Peacefully,D,user6
training_2963,HAU,HAU/user6/7-3-2,emotion,What emotion does the person in the video express?,Rapidly,Carefully,Peacefully,Joyfully,B,user6
training_2964,HAU,HAU/user6/7-3-3,emotion,What emotion does the person in the video express?,Rapidly,Peacefully,Restlessly,Carefully,A,user6
training_2965,HAU,HAU/user7/1-1-1,emotion,What emotion does the person in the video express?,Rapidly,Steadily,Meticulously,Naturally,C,user7
training_2966,HAU,HAU/user7/1-1-2,emotion,What emotion does the person in the video express?,Slowly,Meticulously,Steadily,Rapidly,C,user7
training_2967,HAU,HAU/user7/1-1-3,emotion,What emotion does the person in the video express?,Steadily,Meticulously,Rapidly,Earnestly,C,user7
training_2968,HAU,HAU/user7/1-2-1,emotion,What emotion does the person in the video express?,Calmly,Hurriedly,Gracefully,Urgently,C,user7
training_2969,HAU,HAU/user7/1-2-2,emotion,What emotion does the person in the video express?,Hurriedly,Gracefully,Calmly,Tensely,A,user7
training_2970,HAU,HAU/user7/1-2-3,emotion,What emotion does the person in the video express?,Lazily,Gracefully,Calmly,Hurriedly,C,user7
training_2971,HAU,HAU/user7/2-1-1,emotion,What emotion does the person in the video express?,Hastily,Carefully,Calmly,Leisurely,D,user7
training_2972,HAU,HAU/user7/2-1-2,emotion,What emotion does the person in the video express?,Hastily,Leisurely,Briskly,Calmly,D,user7
training_2973,HAU,HAU/user7/2-1-3,emotion,What emotion does the person in the video express?,Lightly,Calmly,Hastily,Leisurely,C,user7
training_2974,HAU,HAU/user7/2-2-1,emotion,What emotion does the person in the video express?,Rapidly,Slowly,Quietly,Steadily,B,user7
training_2975,HAU,HAU/user7/2-2-2,emotion,What emotion does the person in the video express?,Steadily,Slowly,Rapidly,Impatiently,A,user7
training_2976,HAU,HAU/user7/2-2-3,emotion,What emotion does the person in the video express?,Slowly,Intently,Rapidly,Steadily,C,user7
training_2977,HAU,HAU/user7/3-1-1,emotion,What emotion does the person in the video express?,Slowly,Gently,Smoothly,Quickly,B,user7
training_2978,HAU,HAU/user7/3-1-2,emotion,What emotion does the person in the video express?,Calmly,Gently,Smoothly,Quickly,C,user7
training_2979,HAU,HAU/user7/3-1-3,emotion,What emotion does the person in the video express?,Nervously,Gently,Smoothly,Quickly,D,user7
training_2980,HAU,HAU/user7/3-2-1,emotion,What emotion does the person in the video express?,Slowly,Steadily,Absentmindedly,Quickly,A,user7
training_2981,HAU,HAU/user7/3-2-2,emotion,What emotion does the person in the video express?,Calmly,Quickly,Slowly,Steadily,D,user7
training_2982,HAU,HAU/user7/3-2-3,emotion,What emotion does the person in the video express?,Slowly,Peacefully,Steadily,Quickly,D,user7
training_2983,HAU,HAU/user7/3-3-1,emotion,What emotion does the person in the video express?,Orderly,Gently,Hasitly,Steadily,B,user7
training_2985,HAU,HAU/user7/3-3-3,emotion,What emotion does the person in the video express?,Hasitly,Slowly,Steadily,Gently,A,user7
training_2986,HAU,HAU/user7/4-1-1,emotion,What emotion does the person in the video express?,Hurriedly,Leisurely,Steadily,Urgently,B,user7
training_2987,HAU,HAU/user7/4-1-2,emotion,What emotion does the person in the video express?,Precisely,Steadily,Hurriedly,Leisurely,B,user7
training_2988,HAU,HAU/user7/4-1-3,emotion,What emotion does the person in the video express?,Leisurely,Tensely,Steadily,Hurriedly,D,user7
training_2989,HAU,HAU/user7/5-1-1,emotion,What emotion does the person in the video express?,Slowly,Impatiently,Attentively,Firmly,A,user7
training_2990,HAU,HAU/user7/5-1-2,emotion,What emotion does the person in the video express?,Impatiently,Slowly,Hastily,Attentively,D,user7
training_2991,HAU,HAU/user7/5-1-3,emotion,What emotion does the person in the video express?,Slowly,Impatiently,Attentively,Methodically,B,user7
training_2992,HAU,HAU/user7/5-2-1,emotion,What emotion does the person in the video express?,Casually,Impatiently,Hurriedly,Smoothly,A,user7
training_2993,HAU,HAU/user7/5-2-2,emotion,What emotion does the person in the video express?,Smoothly,Casually,Earnestly,Hurriedly,A,user7
training_2994,HAU,HAU/user7/5-2-3,emotion,What emotion does the person in the video express?,Casually,Hurriedly,Intently,Smoothly,B,user7
training_2995,HAU,HAU/user7/5-3-1,emotion,What emotion does the person in the video express?,Neatly,Meticulously,Anxiously,Unhurriedly,D,user7
training_2996,HAU,HAU/user7/5-3-2,emotion,What emotion does the person in the video express?,Neatly,Anxiously,Calmly,Unhurriedly,A,user7
training_2997,HAU,HAU/user7/5-3-3,emotion,What emotion does the person in the video express?,Anxiously,Unhurriedly,Neatly,Orderly,A,user7
training_2998,HAU,HAU/user7/6-1-1,emotion,What emotion does the person in the video express?,Hastily,Naturally,Slowly,Urgently,C,user7
training_2999,HAU,HAU/user7/6-1-2,emotion,What emotion does the person in the video express?,Slowly,Smoothly,Naturally,Hastily,C,user7
training_3000,HAU,HAU/user7/6-1-3,emotion,What emotion does the person in the video express?,Slowly,Hastily,Naturally,Soothingly,B,user7
training_3001,HAU,HAU/user7/6-2-1,emotion,What emotion does the person in the video express?,Tensly,Steadily,Diligently,Leisurely,D,user7
training_3002,HAU,HAU/user7/6-2-2,emotion,What emotion does the person in the video express?,Steadily,Leisurely,Patiently,Tensly,A,user7
training_3003,HAU,HAU/user7/6-2-3,emotion,What emotion does the person in the video express?,Hurriedly,Leisurely,Steadily,Tensly,D,user7
training_3004,HAU,HAU/user7/6-3-1,emotion,What emotion does the person in the video express?,Gracefully,Quietly,Hurriedly,Smoothly,B,user7
training_3006,HAU,HAU/user7/6-3-3,emotion,What emotion does the person in the video express?,Hurriedly,Smoothly,Quietly,Joyfully,A,user7
training_3007,HAU,HAU/user7/7-1-1,emotion,What emotion does the person in the video express?,Calmly,Gently,Frantically,Quickly,B,user7
training_3008,HAU,HAU/user7/7-1-2,emotion,What emotion does the person in the video express?,Quickly,Calmly,Gently,Comfortably,B,user7
training_3009,HAU,HAU/user7/7-1-3,emotion,What emotion does the person in the video express?,Quickly,Frantically,Gently,Calmly,A,user7
training_3010,HAU,HAU/user7/7-2-1,emotion,What emotion does the person in the video express?,Cautiously,Slowly,Hastily,Neatly,B,user7
training_3011,HAU,HAU/user7/7-2-2,emotion,What emotion does the person in the video express?,Slowly,Hastily,Neatly,Orderly,C,user7
training_3012,HAU,HAU/user7/7-2-3,emotion,What emotion does the person in the video express?,Slowly,Hastily,Methodically,Neatly,B,user7
training_3013,HAU,HAU/user8/1-1-1,emotion,What emotion does the person in the video express?,Unhurriedly,Intently,Orderly,Absentmindedly,A,user8
training_3014,HAU,HAU/user8/1-1-2,emotion,What emotion does the person in the video express?,Eagerly,Absentmindedly,Intently,Unhurriedly,C,user8
training_3015,HAU,HAU/user8/1-1-3,emotion,What emotion does the person in the video express?,Absentmindedly,Quietly,Unhurriedly,Intently,A,user8
training_3016,HAU,HAU/user8/1-2-1,emotion,What emotion does the person in the video express?,Briskly,Lazily,Contently,Soothingly,C,user8
training_3017,HAU,HAU/user8/1-2-2,emotion,What emotion does the person in the video express?,Briskly,Contently,Lazily,Deliberately,A,user8
training_3018,HAU,HAU/user8/1-2-3,emotion,What emotion does the person in the video express?,Contently,Earnestly,Briskly,Lazily,D,user8
training_3019,HAU,HAU/user8/2-1-1,emotion,What emotion does the person in the video express?,Relaxedly,Attentively,Leisurely,Nervously,A,user8
training_3020,HAU,HAU/user8/2-1-2,emotion,What emotion does the person in the video express?,Attentively,Nervously,Relaxedly,Briskly,A,user8
training_3021,HAU,HAU/user8/2-1-3,emotion,What emotion does the person in the video express?,Lightly,Attentively,Nervously,Relaxedly,C,user8
training_3022,HAU,HAU/user8/2-2-1,emotion,What emotion does the person in the video express?,Briskly,Meticulously,Nervously,Hastily,B,user8
training_3023,HAU,HAU/user8/2-2-2,emotion,What emotion does the person in the video express?,Meticulously,Hastily,Confidently,Briskly,D,user8
training_3024,HAU,HAU/user8/2-2-3,emotion,What emotion does the person in the video express?,Hastily,Thoroughly,Briskly,Meticulously,A,user8
training_3025,HAU,HAU/user8/3-1-1,emotion,What emotion does the person in the video express?,Precisely,Deliberately,Quickly,Earnestly,B,user8
training_3026,HAU,HAU/user8/3-1-2,emotion,What emotion does the person in the video express?,Precisely,Quickly,Softly,Deliberately,B,user8
training_3027,HAU,HAU/user8/3-1-3,emotion,What emotion does the person in the video express?,Urgently,Deliberately,Quickly,Precisely,D,user8
training_3028,HAU,HAU/user8/3-2-1,emotion,What emotion does the person in the video express?,Evenly,Deliberately,Rapidly,Leisurely,D,user8
training_3029,HAU,HAU/user8/3-2-2,emotion,What emotion does the person in the video express?,Earnestly,Leisurely,Rapidly,Evenly,C,user8
training_3030,HAU,HAU/user8/3-2-3,emotion,What emotion does the person in the video express?,Lazily,Evenly,Rapidly,Leisurely,B,user8
training_3031,HAU,HAU/user8/3-3-1,emotion,What emotion does the person in the video express?,Thoroughly,Carefully,Gently,Quickly,C,user8
training_3032,HAU,HAU/user8/3-3-2,emotion,What emotion does the person in the video express?,Gently,Quickly,Thoroughly,Urgently,B,user8
training_3033,HAU,HAU/user8/3-3-3,emotion,What emotion does the person in the video express?,Unhurriedly,Quickly,Thoroughly,Gently,C,user8
training_3034,HAU,HAU/user8/4-1-1,emotion,What emotion does the person in the video express?,Steadily,Rapidly,Quietly,Methodically,C,user8
training_3035,HAU,HAU/user8/4-1-2,emotion,What emotion does the person in the video express?,Steadily,Rapidly,Hurriedly,Quietly,B,user8
training_3036,HAU,HAU/user8/4-1-3,emotion,What emotion does the person in the video express?,Steadily,Precisely,Quietly,Rapidly,A,user8
training_3037,HAU,HAU/user8/4-2-1,emotion,What emotion does the person in the video express?,Briskly,Cautiously,Orderly,Rapidly,B,user8
training_3038,HAU,HAU/user8/4-2-2,emotion,What emotion does the person in the video express?,Eagerly,Cautiously,Orderly,Briskly,D,user8
training_3039,HAU,HAU/user8/4-2-3,emotion,What emotion does the person in the video express?,Orderly,Meticulously,Cautiously,Briskly,A,user8
training_3040,HAU,HAU/user8/5-1-1,emotion,What emotion does the person in the video express?,Gracefully,Anxiously,Peacefully,Swiftly,A,user8
training_3041,HAU,HAU/user8/5-1-2,emotion,What emotion does the person in the video express?,Peacefully,Steadily,Anxiously,Gracefully,A,user8
training_3042,HAU,HAU/user8/5-1-3,emotion,What emotion does the person in the video express?,Unhurriedly,Anxiously,Peacefully,Gracefully,B,user8
training_3043,HAU,HAU/user8/6-1-1,emotion,What emotion does the person in the video express?,Calmly,Slowly,Rapidly,Thoroughly,B,user8
training_3044,HAU,HAU/user8/6-1-2,emotion,What emotion does the person in the video express?,Rapidly,Eagerly,Calmly,Slowly,A,user8
training_3045,HAU,HAU/user8/6-1-3,emotion,What emotion does the person in the video express?,Slowly,Calmly,Rapidly,Nervously,B,user8
training_3046,HAU,HAU/user8/6-2-1,emotion,What emotion does the person in the video express?,Briskly,Naturally,Frantically,Gently,D,user8
training_3047,HAU,HAU/user8/6-2-2,emotion,What emotion does the person in the video express?,Naturally,Gently,Nervously,Frantically,D,user8
training_3048,HAU,HAU/user8/6-2-3,emotion,What emotion does the person in the video express?,Cautiously,Frantically,Naturally,Gently,C,user8
training_3049,HAU,HAU/user8/7-1-1,emotion,What emotion does the person in the video express?,Slowly,Anxiously,Eagerly,Calmly,A,user8
training_3050,HAU,HAU/user8/7-1-2,emotion,What emotion does the person in the video express?,Calmly,Orderly,Anxiously,Slowly,A,user8
training_3051,HAU,HAU/user8/7-1-3,emotion,What emotion does the person in the video express?,Slowly,Neatly,Calmly,Anxiously,D,user8
training_3052,HAU,HAU/user8/7-2-1,emotion,What emotion does the person in the video express?,Quickly,Slowly,Nervously,Hurriedly,B,user8
training_3053,HAU,HAU/user8/7-2-2,emotion,What emotion does the person in the video express?,Slowly,Hurriedly,Anxiously,Quickly,D,user8
training_3054,HAU,HAU/user8/7-2-3,emotion,What emotion does the person in the video express?,Confidently,Quickly,Slowly,Hurriedly,D,user8
training_3055,HAU,HAU/user9/1-1-1,emotion,What emotion does the person in the video express?,Briskly,Carefully,Hurriedly,Unhurriedly,D,user9
training_3056,HAU,HAU/user9/1-1-2,emotion,What emotion does the person in the video express?,Unhurriedly,Carefully,Thoroughly,Briskly,D,user9
training_3057,HAU,HAU/user9/1-1-3,emotion,What emotion does the person in the video express?,Carefully,Swiftly,Unhurriedly,Briskly,A,user9
training_3058,HAU,HAU/user9/1-2-1,emotion,What emotion does the person in the video express?,Gently,Diligently,Attentively,Rapidly,A,user9
training_3059,HAU,HAU/user9/1-2-2,emotion,What emotion does the person in the video express?,Gently,Rapidly,Attentively,Briskly,B,user9
training_3060,HAU,HAU/user9/1-2-3,emotion,What emotion does the person in the video express?,Soothingly,Attentively,Rapidly,Gently,B,user9
training_3061,HAU,HAU/user9/2-1-1,emotion,What emotion does the person in the video express?,Methodically,Nervously,Smoothly,Urgently,C,user9
training_3062,HAU,HAU/user9/2-1-2,emotion,What emotion does the person in the video express?,Methodically,Urgently,Casually,Smoothly,A,user9
training_3063,HAU,HAU/user9/2-1-3,emotion,What emotion does the person in the video express?,Smoothly,Tensely,Methodically,Urgently,D,user9
training_3064,HAU,HAU/user9/2-2-1,emotion,What emotion does the person in the video express?,Steadily,Quickly,Firmly,Slowly,D,user9
training_3065,HAU,HAU/user9/2-2-2,emotion,What emotion does the person in the video express?,Contently,Quickly,Steadily,Slowly,C,user9
training_3066,HAU,HAU/user9/2-2-3,emotion,What emotion does the person in the video express?,Steadily,Quickly,Methodically,Slowly,B,user9
training_3067,HAU,HAU/user9/2-3-1,emotion,What emotion does the person in the video express?,Orderly,Casually,Hurriedly,Carefully,D,user9
training_3068,HAU,HAU/user9/2-3-2,emotion,What emotion does the person in the video express?,Orderly,Hurriedly,Swiftly,Carefully,A,user9
training_3069,HAU,HAU/user9/2-3-3,emotion,What emotion does the person in the video express?,Attentively,Carefully,Orderly,Hurriedly,D,user9
